tweet	emotion
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople	joy
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople	joy
@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.	joy
I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn	joy
Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing	joy
Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!	joy
@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious	joy
@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO	joy
Happy Birthday @Brooke_ #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer	joy
The little sniffle at the end of the song gets me every time. #rejoice	joy
I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying.	joy
@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness	joy
Keep smiling :)	joy
Ever wake up and instantly feel happy?	joy
@jpodhoretz I still respect you. I suppose there is so little to be gleeful about these days so take what you can. Good for you.	joy
@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair	joy
#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes	joy
All the bright places :(	joy
I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up	joy
I'm the reason I smile everyday	joy
@NoorBazzi lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring	joy
It's all about #redwine and #glee	joy
@tabstamlyn @lara_hunt I will, next time I'll make sure everything is sparkling clean	joy
Take my kindness for weakness when you acting silly keeping it  ain't your fortÃ©  #ChrisBrown #TeamBreezy	joy
Take my kindness for weakness when you acting silly keeping it  ain't your fortÃ© #breezy #ChrisBrown #TeamBreezy	joy
I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.	joy
I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.	joy
Anyone who drinks sparkling water is a demon	joy
Modern family never fails to cheer me up. Especially Phil.	joy
#smile #instagramers : #Selfie#BestMeSelfie#Me#Smile#BestMeCameraIsGreat#EmojiGrid#LikeforLike#Friend#Girl#Boy#Tattoos#Family#Pack#G	joy
@Author_LB Awesome. My  yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.	joy
' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...	joy
@ruthwalford you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go st #optimism	joy
@ruthwalford you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go st	joy
@ditzkoff @jpodhoretz Thereâ€™s not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.	joy
Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too	joy
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol	joy
@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.	joy
y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.	joy
During the day @JeffProbst is jovial. At #TribalCouncil he's a different,  darker fellow.  Still simply but smiles are few. #Survivor	joy
ðŸŽ‰ It is time for a most joyous celebration!	joy
@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude	joy
@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers	joy
Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd	joy
Your #smile is a messenger of your good will.	joy
imagine if teppu got animated by madhouse tho	joy
I'm highly animated even though I'm decomposing.	joy
jk. started this week strong and it's still going strong. #optimism	joy
jk. started this week strong and it's still going strong.	joy
ï˜± @cailamarsai you've had me ï˜‚ ï˜‚ the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo	joy
Town is lively. Something happen?	joy
So today, I un armed my silence. My lungs rejoice in freedom. My insides had color too! A woman counted! My jawbone became a razor! For free	joy
@SQLBek My liver is elated that isn't us	joy
Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot	joy
Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in  days. ðŸŽ‰ Mind following me as a gift ?	joy
My @timehop literally cracks me up when I see posts from  years ago and later	joy
My @timehop literally cracks me up when I see posts from  years ago and later ðŸ˜‚ #hilarious	joy
@ByeKandace can't cheer for a jigaboo	joy
@daveweigel a laurel and hearty handshake	joy
@Bhavnay that, i dont mind too much. smoother, thicker texture. makes it more hearty. also, im glad iced coffee is a thing in the uk now.	joy
@LeeJarvis can't be following u pal he's smiling	joy
love to play underlord while listening to cheery anime music	joy
It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good	joy
Starting at  minutes, this week's @bestshowlife is straight-up paradigm shift level mirth.	joy
someone teach me how to cheer someone up	joy
@GreatDismal @Bencjacobs and itâ€™s gleeful because theyâ€™re so inspired, so convinced theyâ€™re winning and at last have their strongman	joy
Avoiding hearty basset hound no time present-time american the brave:	joy
alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down	joy
@ThatBritishDude no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy	joy
and I think some of our most spiritually weighty experiences came, counterintuitively and recognized in hindsight, in levity and daily grace	joy
@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is	joy
@p_dortch I make sacrifices to make you happy	joy
I'm ever so cheerful	joy
@MarkDice Agreed.So tired of this nonsense . Soros must be elated.	joy
@Get_Quenched Attempts by Western degenerates  imply that DPRK stoops to levity will be met by devastating nuclear retaliation.	joy
Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help ðŸ˜‚ðŸ˜‚ #girlfriends #happy	joy
Hannah: 'This week on Survivor: Find out who is more buoyant. Gen X or Millenials!' #survivor	joy
Could not be happier!! #happy	joy
@joemrusso happy birthdayyyyyy pretty. Miss you!	joy
When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile.#quotes @Mind_Console	joy
A #smile can mean a thousand words, but it can also hide a thousand #problems. #Fact #TeamFollowBack	joy
Gen : NIVâ€”The Lord smelled the pleasing aroma and said in his heart: â€œNever again will Iâ€¦ lifelong depravity	joy
Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks	joy
But uncle buck is on tho . #UncleBuck #hilarious	joy
Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery.	joy
@ChrisLoesch @DLoesch Modern Day book-burning without all that awful guilt. Oh, and now with more gleeful social sharing for the a$$hats.	joy
âœ¨you make me happy @EthanDolan @GraysonDolan	joy
#IfIWerePresident \nMy goal would be for us all to be miserable, yet jovial in the Co. of others. U know, civil but with realization of self.	joy
Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x #smile	joy
Iniesta still the one player I idolize from Barca,a delight to watch I tell you	joy
Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.	joy
Well, this is cheery. #MrRobot	joy
@Gennneral thanks gen!! Love you miss you happy birthday natong duha	joy
#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst	joy
@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor	joy
@ReginalTSquirge you could add a jaunty bow\nOr bells	joy
tweet tweet chirp chirp losers	joy
Be content .... Life is too short. #smiling	joy
@npagliaro That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious	joy
I'm so excited to see Nat tonight And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media#BB	joy
â€œSet up as an ideal the facing of reality as honestly and as cheerfully as possible. Karl Menninger #andHalfWealth	joy
what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle	joy
@xiankiefer @TheLincoln Book ! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.	joy
How's it possible to go from cheery earlier to the worst mood possible now	joy
Styles to Love now at Zales!  Three sparkling styles to love! Stop by and shop in store today.	joy
Kinda wished I watched mischievous kiss before playful kiss	joy
Accept challenges in life, so that you may feel the exhilaration of victory.	joy
@MariamVeiszadeh why sick. I am rejoicing that it is only half	joy
@Tjsotomayor snow pig,  that's hilarious. Lmaooo	joy
â€œSet a goal to achieve something that is so big, so exhilarating that it excites you and scares you at the same time.Bob Proctor	joy
This Red Sox team is the equivalent of Tiger Woods in his heyday: no mercy.	joy
wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happenss.	joy
Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love	joy
@peregrinator I admittedly went into this series thinking we'd see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space	joy
me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n#pictureday #smile #ornot	joy
Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!	joy
My ukulele bag has fallen apart. WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy	joy
It is so exhilarating taking on the challenge of demonstrating + explaining WHY #JamesJoyce's #Ulysses is so endearing &amp; wonderful!	joy
Yesterday , on  Sept.  , i installed a new stratagem including audacity by rejoicing at Harbour tower,i will tenaciously follow up up.	joy
@partydelightsUK it's . Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown	joy
Be joyful in hope, patient in affliction, faithful in prayer. Romans	joy
@wahrbear @marinarchy @diamndsapphre There is some hilarity in someone who is literally openly anti-science calling others anti-science.	joy
smoking weed while you watch  pull somebody else over is the most joyous thing ever.	joy
And girl I love your perfume there's something bout you	joy
Watching @melissamccarthy in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her	joy
@BjerkeDanielle @FunnySayings lol that's hilarious	joy
ninaturner: Mine too. With what is happening in country, I needed this moment of levity bernblade LisaVikingstad	joy
Manchester United v Manchester City #happy days #EFL	joy
@LostGermain ' Want to have a spar?' The prince smiles and reaches for his hilt and his icy eyes keep on Aaron, a playful look in his eyes.	joy
Accept the #challenges so that you can feel the exhilaration of victory.	joy
Yes Mourinho, you really should stop speaking about refs! And try cheering up a bit.	joy
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato	joy
@SeveChambers i'm elated, thank you for your help! can i apply to be verified?	joy
The world needs more laughter, more love, and a little more of you. - R.M Drake.	joy
#bcwinechat what's the most common method used to make BC #sparkling #wine?	joy
@DavuuWart this is hilarious !	joy
@kermischocolate I have tried. A cheerful upbeat piece in Walking through History, usually in arty/docu types. Cannot find a trace of it.	joy
Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche	joy
#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism	joy
@Za_buhmaid Happy birthday sweety .. sweet  hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U	joy
I'm Black, . I read books, p/u my kids from school....'My prayer is that u wl lv a long, fulfilling, joyous, peaceful, GOD-pleasing life!	joy
A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .	joy
Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my  yo says '@KyleClark'? She loves ur news show #News @NEWS LOLZ	joy
@ankitaverma @honey rejoicing over someone's sadness is bad but when #Karma  is cencerned then definitely some people deserve it.	joy
#SIGUEMEYTESIGO #happy #snapchat Manuellynch #venezuela	joy
@JessicaZ @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer	joy
A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS	joy
@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!	joy
Remember when Joe and Quinn had a thing on glee	joy
I'm still laughing 'Bitch took my pillow' line #glee #kurt	joy
Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd	joy
@cedricyarbrough We love you! #hilarious   We are looking forward to SO much more!  #kudos on the #pilot @Speechless_ABC #speechless	joy
Eve, Izzy, and Paige cheerfully sing songs together.	joy
@JeffBridg man, GREAT JOB!!! I am more than happy over your success in a short time.  Mom &amp; dad are smiling from heaven.  Love you, bro.	joy
The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight	joy
@RayGemini I've got  coming back this week. It's so joyous isn't it haha	joy
i just spent $ on big little sis tomorrow and i am beyond happy about it #SAW #mirth #mums	joy
She'll be bribing her parents with hearty laughter and giggles :) #Loveet	joy
@Harry_Styles you're the smile to my face and the beat to my heart. Thanks for being kind as much as you can be. Mind following me?	joy
The #most wasteful day is a #day without #laughter	joy
Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!	joy
Skiving #Freshers for a me day! #nails #sunbeds and #gym ðŸ˜‰ðŸ’œðŸ‘‘ #priorities #student #studentnurse #pampered #happy	joy
Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep	joy
@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. #smiling	joy
Pakis are applauding Sharif's speech,i wonder how many really understood what he said!!!!\nThey are very much excited and happy	joy
How wonderful to see a show with a token man for once! #GlasgowGirls was uproarious, gleeful, important &amp; uplifting. Go see @stratfordeast!	joy
This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot	joy
Only person that could manage to get bright pink lipstick all over my brand new white dress	joy
Life izn't about pleasing each others...ðŸ˜•\n\n #hell #with	joy
I gave up on the U Rugby bet on the Roosters! #cheering #nrl	joy
@dee Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting	joy
Sharpened a pencil today, haven't sharpened once since .#exhilarating	joy
.@Travelanswerman: The possibilities R endless Becca when U unplug from the 'Matrix!' Stay salty and #happy #surfing! #sunset #aloha	joy
You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. #cheerful	joy
All i want to do is to be successful, be cheerful and to be happy with @DominicHussein	joy
How sad is it that I'm rejoicing over a#collegekills	joy
Banger sit in  reason why we great doings him alias for why we rejoice in he.	joy
@beautyfulli_ami that guy in the back of your picture is hilarious	joy
Literally feels sg to be happy with sam	joy
jasperino - buoyant - Session.Six	joy
Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. #happy	joy
The amount of laughter ready to leave my body if United lose is unreal	joy
@WhoIsThisCaleb you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!	joy
((things that grind my gears: people drawing gideon gleeful skinny	joy
The book that can start improving your relationship tonight.  Taking you on a journey of #fun, #laughter, #romance and #metaphysics.	joy
Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp #chirp #appsworld #socialmedia @DanielFeuer merci	joy
I'm so so so excited for #UsernameRegenerated  I can't wait! I wish I could get a signed copy! I'm so happy for you. @Joe_Sugg	joy
It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #lol #hilarious #punny	joy
Niggas never changed...even as a kid and a  year old, in his interviews, seems jovial and happy after death of his sister...he did it	joy
*gets crushes on fictional and animated characters instead if real people	joy
@MissRBBerry_ @BlaineHale_ @KurtStilinski_ @BeaconScott @SStilinski_ I brought sparkling cider...*holds it up* I know it's not much	joy
Best quote from a  in German - Almost #happy	joy
Love your new show @driverminnie  #hilarious	joy
@JoyAnnReid I totally understood his point, but we need a better messenger and the laughter just pissed me off!	joy
@walterdonovanSS @mrb_rides_again evil, rich white men and their fucking cronies in intelligence/gov/academia using blithe blacks as fodder	joy
@rheafraserx took them an awfy long time to spot their goal was disallowed #pleasing	joy
Proverbs  : Ointment and perfume rejoice the heart: so doth the sweetness of a man's friend by hearty counsel.\n#TruthfmDawnBreak	joy
We have been a better second half team this season. So there's that. #optimism	joy
Function in regard to camshaft exhilaration companies	joy
Close to the end of a revision...taking this story I love in a new direction has been exhilarating for me. #endlesspossibilities #amwriting	joy
Being in the countryside all day was so pleasing	joy
@piie I want to achieve to your level of optimism	joy
Come and join in with #cakeclubhour tomorrow afternoon from pm! #bizhour #chirp	joy
I'm always smiling so that's why I'm always happy	joy
@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing!	joy
something about opening mail is just...very pleasing	joy
Happy #internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling.	joy
@yeldarbkered You've got quite the cheery young Souls fan. :)	joy
@Bcaferacer I see things in  the clouds that others can't see so I can #elate	joy
@jmomahony thank you for your support, but it was not an attempt at levity.	joy
Ahh when my voice gets better I've been asked to play :D id be more than #happy to do that	joy
@Harry_Styles ðŸ’–\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?	joy
@JackEvans, you are the best Whiney Jerkass Heel since @IAmJericho's heyday in WCW. \n #LuchaUnderground	joy
I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish!	joy
It's better to be wetter than it is to be dry'- Thanks for the tip Val. First #GBBO hearty guffaw of the week	joy
@alicereidy more of a hearty Italian man myself	joy
Hearing your parent say they're proud of you elicits infinite waves of unconceivable glee.	joy
Why bother tweeting poor men's? \nWhat good does it do?  If I'm unable to be cheery,  I go quiet.  Missed you,  btw	joy
The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy;	joy
@AiringOutMyScro \n\n'We'll see, once you're a few drinks in.' \n\nA playful wink is passed to him and, as they pull up into the small lot of	joy
OMG NOL i love u so so much i love ur cheery face and hugs	joy
@SquishyJiminie aww thank you!! I'm definitely feeling much better today and your messages cheer me up too	joy
@ATrumping hahahahahaha!! Oh gosh. You are hilarious. A black man trying to keep racism alive. Get out of here man.	joy
Happiness is a choice life isn't about pleasing everybody #ALDUBndWeeksary	joy
#chirp look out for them Cars coming from the Wesszzz	joy
Watching driven by food and @andrewzimmern going to Devon Ave to eat nihari makes me gleeful af	joy
Forgot to bring extra boxers to the Y so Im currently commando at Starbucks. This is exhilarating. I feel more liberated than Angelina Jolie	joy
#PeaceIsPossible when both party accept one another and rejoice together after #OndoGuber,Nov. @JciOndokingdom @cuttie_dove @Lekibeat	joy
On my way rejoicing, to the pulpit @ Park City Baptist Church, Surrey BC. for Midweek Service.	joy
Good Master Vernon, welcome, nephews, from Bellario :\nThere is my lord, that thou interrupt'st our merriment.	joy
Luke :\nHe will be a joy and delight to you, and many will rejoice because of his birth	joy
The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy	joy
Loving @Speechless_ABC so far. Just hilarious and @driverminnie is wonderful. #hilarious #Bravo	joy
@seangrandillo I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers.	joy
@LBC_Charlotte just watched you on the great wall #hilarious	joy
When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......ðŸ”¥ðŸ”¥ #kanye #breezy	joy
Great to meet @BrightonChoir @MJParanzino tonight. What a lively and enthusiastic bunch! Look forward to working with you again!	joy
The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...#sweetEmbrace	joy
@mrfisher Just my attempt at levity	joy
Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.	joy
My  teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher	sadness
HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!	sadness
@AmontanaW I nearly dropped my phone into the sink HAHAHAHA	sadness
Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better	sadness
@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me	sadness
@British_Airways In your Concorde Lounge in Terminal  JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.	sadness
#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they	sadness
BTW, offended policy wonks, H only had one real proposal: eliminate subminimum wage. Probably good, but might discourage hiring of disabled.	sadness
I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.	sadness
Refuse to let myself get discouraged.	sadness
@yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning.	sadness
@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat	sadness
Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system.	sadness
I love having such a big family. There's never a dull moment in my house	sadness
@TheBar See you all October th. @WreckinSO is ready to tear it up #keeptalkin #wreckinso #the #brandonmanitoba #country #rock #blues	sadness
r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!	sadness
What a grim night #GetTheFireLit	sadness
@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?)	sadness
@xaninaany I'm so serious DM me I'll tell u more	sadness
Time for some despair #SDR #despair #fuckthisanime	sadness
@leighsteinberg April th,  for me. Keep up the good work!! #sober #prouder	sadness
but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days	sadness
@CCGaryRoberts community policing!!!! What's that?? #lost	sadness
It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet	sadness
It's easy to #fall #asleep in class, but hard to in bed. #True  #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet	sadness
ðŸ˜‘ðŸ˜‘ðŸ˜‘&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression	sadness
@Beakmoo hmmmm...you may have a point... I thought Twitter had got dull ðŸ˜‚. LAMINATION	sadness
I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!	sadness
@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on	sadness
When the surfer girl and i  don't speak the same language anymore.. #justsaying #sadness	sadness
@NikeSupport ok, thats it. After  weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun	sadness
@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!	sadness
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad	sadness
My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad	sadness
Write drunk. Edit Sober. \nForget to save. Wake hungover.\n#amwriting #sober	sadness
If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby	sadness
Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches #SG #kickittomehigh #nswgaa #blues #statevstate	sadness
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad	sadness
When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know	sadness
Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI	sadness
@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.	sadness
@InLuvWithAGhost I'm frowning at you intensely until you watch plastic memories.	sadness
What's the worst affliction that you or someone you know ever convinced yourself you had?	sadness
I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death	sadness
@j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink	sadness
Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me	sadness
My heartbeat is forever stumbling on memories of things past. #longing #loss #shape #form #sadness	sadness
 might be a serious number, but  sounds better. Wild card race!!	sadness
Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.	sadness
John and his 'magic box' #lost	sadness
It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.	sadness
Can it be  PM so I can sulk in my tub while listening to Lana	sadness
I can't wait for you to listen to my new single 'Mystery' and my new albumðŸ˜‹. #newmusic #newsingle #newalbum # #popmusic #dark	sadness
Candice's pout is gonna take someone eye out mate! #GBBO	sadness
The pine colada starburst nasty. Don't @ me	sadness
How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman	sadness
@bolain_branden @GrimsToyShow grim should find broken Matt hardy because he can delete everything lol	sadness
@SentinalsMom *Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--	sadness
i am about to find the sadness in graham's lyrics	sadness
I told my therapist that I'm on the dance team and now she's unhappy with me.	sadness
@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.	sadness
Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers	sadness
are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say	sadness
@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too	sadness
Over % of social sharing is dark &amp; over % of web traffic comes from #darksocial. @colinzalewski #LIFTSocial	sadness
At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society	sadness
@TheBenNatan szn  &gt;&gt;&gt; szn  &gt;&gt;&gt; szn . Just to warn you. Don't let szn  discourage you.	sadness
@nigeriaLNG @TonyAttah #lestweforget  yrs on,  Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait	sadness
Go help the cause.@plantingaseed.net. #recovery  #sober #addiction	sadness
@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?	sadness
@TicciKasie //this is sadly what my history teacher talked about why the fuck do I remember that?!	sadness
Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.	sadness
It serves a gloomy higher than the wolves of the village	sadness
Finally watched #hungergamesmockingjay this morning, sadly I feel a little disappointed #toomuchhype	sadness
@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff	sadness
Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge are the best! @OurGirlWatch	sadness
@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major	sadness
@TrueRyuga I tore my MLC playing football in HS. Knees are serious business. Take care of them! Lemme know if you need anything.	sadness
@MlaStandard The depth that you've sunk to. You're readership deserves more.	sadness
when season  of greys anatomy premieres today. it you're only on season  #sadness :(	sadness
@thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming.	sadness
Long day, kind tweets, our melancholy, @DownFrontArtist defeats.	sadness
Dream show how cisco - pdf melancholy: aHid	sadness
Not a great start but good comeback from the boys to earn a point. Bring on Saturday #blues	sadness
Living with #depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like :-)	sadness
@MagroveMark @clareftballnews jersey gloves?  #dark	sadness
Been a while since I been sober. This life can be so hard	sadness
Just reached k followers - WOW - thanks blues #mcfc #ctid	sadness
When mine pass, I know I'll be inconsolable &amp; devastated. For a while.	sadness
I'm throwing myself straight into American Horror Story so I don't have time to grieve	sadness
*Sigh* #depression #saddness #afterellen #shitsucks	sadness
@rosalilium I'm wearing all black tomorrow to mourn.	sadness
eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM	sadness
